SYMBOL,27-Nov-20,30-Oct-20,30-Sep-20,31-Aug-20,31-Jul-20,30-Jun-20,29-May-20,30-Apr-20,31-Mar-20,28-Feb-20,31-Jan-20
MITTAL,548.4,177.25,19.6,38.95,61048.55,36.35,175.1,157.7,133.3,0.55,929.85
MKPL,61.55,8.9,82,273.65,23.7,200.75,129.85,9.15,7.75,248.15,363.95
MMFL,23.8,25.35,321.45,383,36.4,165.15,8.4,18.3,9.55,9.85,69674.75
MMP,1614.95,105.6,76.5,68.9,6.2,12.9,16,87.55,61.05,106.95,46.05
MMTC,8,563.35,16.2,7.4,141.45,23.05,95.3,506.4,497.05,373.1,5.95
MODIRUBBER,81.1,15.05,30,9.05,12.55,94.65,519.95,26.8,24.35,20.2,120.3
MOHITIND,1.8,1378.7,3.7,24.75,9.25,591.8,26.5,728.65,664.45,944,16.15
MOHOTAIND,48.65,366.5,8,546.65,7.5,20.8,860.95,277.3,209.25,8.45,11.1
MOIL,14,10.55,140.25,73.4,19.75,878.75,231.7,60510.65,16.5,55.75,12.45
MOLDTECH,0.85,65303.25,40.6,23.25,4.55,277.2,59113.1,24.1,58164.45,119.25,29.85
MOLDTKPAC,4.25,19.75,285.1,1598.4,22.8,17.15,19.2,32.45,23.15,383.2,38.25
MONTECARLO,0.5,28.9,171.95,17.45,48.35,67274.5,28.7,4.25,4,94.85,46.9
MORARJEE,2234.4,6.3,9.25,9,103.75,25.75,4.2,90.95,79.25,17.05,125.5
MOREPENLAB,648.65,147,24.5,68.05,15.65,36.65,112.45,11.95,6.95,3.5,19.9
MOTHERSUMI,40.5,9.2,114.85,2.8,359,7.65,9.45,7.25,6.05,7.35,589.75
MOTILALOFS,1063.9,9.5,650.2,41.7,1273.8,122.2,7,7.7,6.8,120.8,762.65
MOTOGENFIN,17.75,8.6,15.4,18.25,796.41,15.5,6.9,19.5,13.3,31.5,648.65
MPHASIS,191.2,47.9,1383.45,1.05,1299.99,9.1,16.3,5.1,2.7,44.35,1205.87
MPSLTD,0.8,4.7,404.45,6,1272,9.45,19.3,20.95,18,249.4,31.1
MPTODAY,191.9,25.8,13,0.7,39,22.5,38.75,36.25,25.85,206.1,4.95
MRF,81.45,54.7,59572.2,1838.65,5,23.65,87.3,78.8,58.2,12,7.75
MRO-TEK,386.6,129.65,22.75,589.25,11.35,53.6,11.9,12.95,9.5,12.25,15.1
MRPL,306.42,17.05,25.7,44.8,61.15,97.75,277.15,290.05,251.05,103.65,76
MSPL,36.6,365.65,6.3,952,24.3,16.75,862.65,862.7,613.15,744.55,26.7
MSTCLTD,1417.3,1230.8,164.25,18,61.35,366.2,693.99,667.26,588.89,29.05,37.45
MTEDUCARE,8.2,823.46,10.75,176,32.15,1086.05,1216.99,1211.62,1151.18,871.55,45.8
MTNL,59.1,1260.01,8.3,0.6,265.85,738.95,27.15,24.85,21.9,319.15,363.65
MUKANDENGG,14.65,1275.49,9.85,208.55,782.65,1193,4.8,3.7,3,66393.2,26.2
MUKANDLTD,375.95,36.15,48.95,10.65,334,1241.87,5.8,6,4,38,633.85
MUKANDLTD,81.7,3.95,4.7,70.25,32.75,38.5,9.5,9.7,8.5,5,344.75
MUKTAARTS,18.7,5.4,26.1,73.55,2.2,5.75,52.9,56.7,51.45,167.05,42.55
MUNJALAU,31.8,13.45,59.55,340,3194.45,6.35,21.3,20.6,17.85,10.8,1.8
MUNJALSHOW,4.5,63.85,127.45,315.01,1760.9,13.9,40.8,34.65,26,8.4,2847.65
MURUDCERA,8.1,25.35,14.6,34.2,24.75,65.8,31,37.95,25.9,9.75,1144.5
MUTHOOTCAP,123.65,79.1,385.3,1155.75,73.65,26.6,255.2,246.75,249.2,25.4,29
MUTHOOTFIN,27,39.65,1132.1,8.75,23.1,64.9,579.75,11.3,505.55,4.4,92
N100,47.7,271.85,819.2,52.9,1609.9,35.1,310.3,610.7,135.3,32.05,33.7
NABARD,170.95,12.35,1257.99,34,46.2,314.35,29.4,259.15,29.1,36.35,1725.6
NACLIND,286.3,900.4,38.25,276.45,29,631.15,2.6,31.8,1.2,102.8,71.3
NAGAFERT,55.2,288.35,4.15,85.95,79.05,320.6,2683.8,1.55,2035.05,14.4,54.75
NAGREEKEXP,243.4,30.35,13.2,18.65,573.1,31.85,1565.6,2547.6,1221.65,504.35,88.6
NAHARCAP,10.3,2.45,63.3,32.25,19.8,4.1,21.25,1573.2,17.85,880.25,560
NAHARINDUS,29.35,3548.95,25.1,10.1,121.25,2761.85,68.25,24,64.55,600.15,31.05
NAHARPOLY,148.05,2241.55,65.45,147.45,34.15,1622,17.3,73,16.3,1234,28.9
NAHARSPING,609.3,25.3,37.65,42.3,12.45,26.15,1539.2,19.8,1410.7,28.8,5.7
NAM-INDIA,19.1,76.65,262.1,288.55,20.8,76.55,37.6,1393.5,34.2,4.7,13.65
NATCOPHARM,1315.7,22.8,949.9,173.65,48.7,23.25,22.95,37.8,18.75,6.85,50.85
NATHBIOGEN,365.2,1638.8,284.8,10.9,207.35,1535.65,63,26,53.9,12.65,228.6
NATIONALUM,77738.65,52.8,32.25,27.85,539.5,51.1,403.4,69.35,404.55,66.3,383.8
NATNLSTEEL,25.7,33.9,3.35,109.7,437.5,29.15,14.9,450,14.95,23.95,755.05
NAUKRI,29.5,129.2,3634.7,683.95,16522.2,70.25,41.2,16.55,25.45,37,15359.45
NAVINFLUOR,7.3,597.25,2202.35,18.25,111.97,476.3,4.8,25.05,3.5,36.3,121.03
NAVKARCORP,157.8,19.6,25.05,1103.6,53.09,21,13.2,5.7,9.8,390.5,54.25
NAVNETEDUL,9.6,147.35,76.05,383.25,27.82,37.1,38,14.2,30.4,8.4,29.17
NBCC,9.55,29.15,23.6,14.35,18.18,12.35,176.9,42.55,134.9,601.65,20.27
NBIFIN,11.75,7.95,1598.6,57987.45,21.97,21.55,454.9,174.9,341.15,315.95,66.79
NBVENTURES,49.95,19.4,56.8,27.1,58.67,42.45,430.8,476.85,489.15,33.5,124.43
NCC,4.75,56.85,35.6,31.9,114.13,194.7,17540.8,450.8,16300.6,1.7,57.59
NCLIND,27.7,181.55,106.35,7.35,58.97,475.2,94.02,17924.65,90.82,2593.35,26.55
NDGL,61,617.75,615.95,143.75,40.65,426.2,48.49,105.33,47.33,1430.2,426.15
NDL,144.5,505.35,19.45,12.9,781.05,17174.45,24.8,52.48,24.97,27.65,224.95
NDRAUTO,17.7,17161.6,133.7,9.1,174.35,103.02,21.99,25.79,20.97,83.35,8.1
NDTV,450.7,134.9,31.95,8.7,4.6,51.18,51.36,21.31,46.7,26.4,28.55
NECCLTD,1152,53.5,8.25,27.75,35.55,26.3,101.73,51.79,97.4,1790.7,377.85
NECLIFE,889.94,27.3,22.75,4.9,289.95,21.73,50.72,100.5,46.18,64.85,1072.14
NELCAST,1291.8,21.16,60.4,28.45,1121.86,56.63,24.05,50.8,18.35,35.6,1169.5
NELCO,39.4,22.28,197.5,56.1,1282.17,111.31,390.25,22.55,282.95,78.4,1198.92
NEOGEN,5.7,65.09,670.95,137.55,1324.99,53.52,138.6,445,105.95,516.1,1288.46
NESCO,14.95,118.5,538.65,16.05,1152.21,40.8,3.6,135.4,3.25,20.15,1125
NESTLEIND,71.25,61.92,15918.65,461.8,1227.5,576.45,25.35,4.55,18.35,31.2,1170
NETF,27.7,34.7,131.01,1146.75,1269.03,149.25,272.8,25.3,247.5,4.6,1199.57
NETFCONSUM,85.7,1197.2,53.66,872.19,1298,7.7,1112.23,279.6,1082.27,11.05,1235.6
NETFDIVOPP,46.1,259.65,28.19,1268.11,7430,32.85,1283.4,1113.98,1200,34.95,1169.89
NETFIT,290.4,4.6,20,42.55,20.3,268,1215,1234,1199.02,222.95,6528.93
NETFLTGILT,922.05,30.45,21.91,4.6,1450,1115.32,1300.72,1253,1076.03,496.1,24.5
NETFMID150,281.35,341.95,65.14,5.7,112.7,1266.44,1225.74,1175,1130,720.8,1350
NETFNIF100,39.2,1053.49,115.5,14.5,5.3,1296,1272,1260,1145.01,15778.85,155.5
NETFNV20,4.1,1230.73,60.2,66.2,118.02,1164.9,6495.67,1114,1180,114,5.9
NETWORK18,4306.35,1336.09,33.05,26.8,96.75,1241,7130.25,1210,6670,52.44,127.17
NEULANDLAB,2687.1,1273,1147.7,62.2,1926.2,1260.18,6650,1248.9,19.95,27,98.2
NEWGEN,31.6,1200,216.75,38.15,4.1,1292.9,7599,7009.81,1159.11,20.8,1942.45
NEXTMEDIA,80.65,1247.75,4.55,272.6,1,7288.3,19.6,20.8,112.3,62.57,5.4
NFL,26,5836.92,32.35,751.7,1229.6,20,1381.14,1257,5.4,116.5,1.2
NH,1787.1,5844.78,358,295.15,497.6,1408,120.8,1360,91.94,54.4,1421.5
NHAI,53.9,6590,1052.66,35.85,16.15,116.65,4.6,119.85,82.2,27.2,521.2
NHAI,43.6,7425,1208.06,3.6,0.75,9.05,101.38,5.25,1147.75,412.85,29.15
NHAI,141.8,6670,1319,3263.65,37.75,109.52,89.3,104.18,2.5,196.7,0.45
NHAI,102.86,7300,1170,1951.95,47.7,94.5,1451.7,85.25,0.5,6.75,55.45
NHAI,660,19.85,1260.05,27,83.8,1409.2,2.95,1203.45,997.7,22.6,16.9
NHAI,20.6,101.25,1160,77.3,105.1,4.7,0.7,3.1,431.55,333.7,58.7
NHAI,162.2,124.57,1229,26.75,3.4,1.35,1035.65,0.85,12.3,1078.96,116.95
NHBTF2014,42.6,139.9,7365,1589.2,5.85,1142.6,450.75,1079.4,0.35,1193,95.55
NHBTF2023,9.05,4,6600,61.45,120.99,503.1,14.65,509,28.05,1168,3.7
NHPC,18.3,1.1,20.2,34.05,197.2,18.45,0.35,16.9,9.85,1223.28,172.66
NIACL,61.7,1261.3,104.6,95.6,77.75,1.1,29.5,0.35,43.9,1155,243.4
NIBL,189.4,516.05,6.25,601,652.9,40.95,20.55,32,80,1223.05,96.05
NIFTYBEES,630.75,46,119.93,22.75,0.45,26.7,41.75,9.5,65.8,1084.21,765.8
NIFTYEES,543.6,17.5,14590.65,196.25,87,46.15,81.15,45.25,2.65,1190.02,0.35
NIITLTD,17888.95,0.45,133.15,35.35,1199.33,81.15,86.65,80.55,110,6650.05,112.85
NILAINFRA,138.97,51.35,4.6,9.7,1491.89,82.9,3,86.8,148.4,6333,1117.25
NILASPACES,57.55,18.5,1.15,21.55,13.9,3.85,105.04,3.45,58.95,20.6,1320
NILKAMAL,31,48.8,1312.15,54.55,1168,3.35,174,3.3,586.6,1340,13.95
NIPPOBATRY,22,82.45,553,203.95,1390,116.33,66,116.3,0.3,1378.01,1105
NITCO,22.35,137.2,16.55,679.45,299.15,226.3,634,184.35,84.2,109.45,1232
NITINFIRE,74.31,7.6,0.6,554.05,398.55,77.55,97.85,71,1182.99,4.8,302.5
NITINSPIN,132.11,7.65,37.95,15949.55,343.2,673.75,1239.9,605.9,1305,119.29,385.2
NKIND,67.24,626.5,22.2,116.89,349.9,0.85,1230,0.4,13.11,99.35,200.7
NLCINDIA,34.1,131.01,49.5,54.3,779.45,95.8,1417.85,95.05,1091.01,1689.75,545.55
NMDC,1031.3,180.2,82.25,29.24,2937.9,1205,13.58,1414.99,1130.02,3.95,998.95
NOCIL,271.15,67.15,142,17.99,96.65,1450,1329.7,13.4,1210,1,2940.55
NOIDATOLL,4.45,751.65,3.5,21.61,4.25,13.8,241.6,1101.01,179.65,1402.55,129.55
NORBTEAEXP,34.1,1.15,12.3,64.62,2.8,1191.25,325.8,1265.1,250.2,516.95,5.1
NPBET,386.45,87.6,115.22,120.5,58.7,1193,140.3,223.95,135.3,20.15,2.8
NRAIL,1058.27,1218,194.4,59.6,30,1325,319.8,327.7,331.75,0.35,170.5
NRBBEARING,1235,1361,72.75,38,83.65,263.15,600.9,161.5,558.75,46.15,45.15
NSIL,1354.76,14.27,753,899.1,4.25,392.1,2491.8,344.5,2023.65,60.4,154.8
NTL,1200,1120,1.5,200.35,13.15,188.6,84.75,625.2,82.65,12.65,4.7
NTPC,1286.7,1300,85.1,6.15,5.05,365.8,4.1,2346.85,3.2,59.95,23.75
NTPC,1995,606.85,1470.4,35.1,10.25,736.85,2.4,98.8,2.2,91.2,8.5
NTPC,1130.5,615.9,14.16,323.5,78.3,2863.75,57.3,4.8,49.2,89.95,20.85
NUCLEUS,1251.4,456.95,670.35,1128.2,29.25,93.65,23.05,2.35,19.3,3.35,108.95
NXTDIGITAL,6185,443.15,646.4,1277.56,61.8,5.25,177.55,70.55,152.7,162,29.5
OAL,7563,777.45,351,1320,20,4.05,2.9,25.55,2.45,221.55,64.15
OBEROIRLTY,6725,3143.6,394.2,1321.14,7.35,72.6,11.4,152,13.9,82.95,29.45
OCCL,21.45,85.95,751.25,1199.9,61.75,34.55,6.35,3.8,3.6,695.1,2.85
OFSS,1452,4.65,3072.55,1255.17,17.05,141.15,11.85,13.25,13.1,0.3,85.3
OIL,117.55,2.8,89.3,1306,17.2,5.6,83.2,5,68.3,106.55,18.5
OILCOUNTUB,8.5,58.9,4.15,7353.5,8.45,15.85,28,14.4,14.1,1319,18.5
OISL,138.38,38.85,2.95,6660,73.85,6.1,38.35,79.9,43.25,14.15,10.3
OLECTRA,16730,66.3,63.15,8451,64.35,12.8,21.35,25.9,15.95,1120,50.4
OMAXAUTO,176.6,6.95,39.65,21.65,179.55,81.35,6.6,41.45,1.65,294,121.6
OMAXE,4.95,16.75,67.15,1300,19.15,29.05,49.6,25.55,60.9,354.95,77.25
OMKARCHEM,1.2,5.6,7.1,1435,68.7,62,12.9,3.15,9.55,179.25,251.8
OMMETALS,1372.45,14.6,17.3,113.85,18,22.5,12.6,53.7,11.45,509.95,32.05
ONELIFECAP,673.55,64.9,6.25,6.1,170.85,17,7.85,13,5.4,875.85,94.25
ONEPOINT,49.55,47.5,11.05,121.03,1754.75,59.35,53.75,13.25,54.35,2648.4,25.1
ONGC,19.9,61.6,69.25,14990,1.4,17.2,46.85,7.1,44.7,108,253.2
ONMOBILE,0.4,102.1,44.45,118.8,16.35,16.85,169.2,67.25,196.4,3.2,1964.95
ONWARDTEC,59.45,6.9,63.3,5.15,8.7,15.4,16.25,40.85,17.25,2.5,0.55
OPTIEMUS,17.5,60.6,56.4,1.35,39.4,83.55,65.4,184.45,61.7,117.6,9.4
OPTOCIRCUI,51.2,18.1,5.15,1278.65,19818.25,71.4,17.6,17.05,14.5,32.8,260
ORBTEXP,96.4,19.6,57.35,540.3,333.15,203.65,144.65,72.25,117.15,157,7.25
ORICONENT,140.9,8.45,18.05,19.3,24.55,19.25,1484.65,18.95,936.6,3.9,3
ORIENTABRA,5.95,126.95,19.8,0.7,16.9,76.1,0.8,148,0.45,20.05,24437.75
ORIENTALTL,9,64.6,9.05,39.3,215.4,20.3,10.8,1383.8,7,5.9,261.65
ORIENTBELL,652,207.8,99.8,22.4,57.6,175.25,5.75,0.7,268,21.8,18.45
ORIENTCEM,157.85,19.95,61.25,52.3,41.05,1599.2,28.05,15.65,4,91.95,130.1
ORIENTELEC,189.25,67.1,181.45,97.15,242.25,1.8,18866.4,5.8,1.75,23.05,63.9
ORIENTHOT,83.7,16,20.7,125.4,49,15.85,153.2,1.8,16963.5,57.95,62.95
ORIENTLTD,897.7,186.85,75.45,3.35,2.5,13.95,19.6,18194.35,163.25,20.6,250.8
ORIENTPPR,0.95,2124.75,16.45,15.5,6.25,35,11.4,169.2,18.45,2.85,1.3
ORIENTREF,94.7,0.85,198.5,127.64,84.7,2.3,148.85,21.05,9.95,72.2,8.15
ORISSAMINE,1143.01,21.9,2218.6,208.5,2.5,19914.6,36.25,13.05,109.25,14.8,139.1
ORTEL,1150,8.5,0.8,91,13.9,214.5,33.95,172.4,28.25,15.35,2.2
ORTINLABSS,1358.9,1.7,19.95,755.95,19.15,27.8,197.9,41.45,195.6,10.05,19.95
OSWALAGRO,1430,20071.9,9.6,0.9,14.85,18.45,1.65,38.95,31.5,34.55,22.85
PAEL,14.52,385.75,1.75,96.4,13.2,202.35,6.15,208.15,1.15,101.35,4.5
PAGEIND,1254,29.1,21335.95,1459.99,262.1,38.5,87.55,1.85,6.65,79.65,22.4
PAISALO,555.55,28.6,419.2,14,20.3,42.15,1.9,6.2,63.85,262.4,17.2
PALASHSECU,597.2,173.5,34.95,1360,1473.4,203.45,54.55,90.95,53,25.2,2.6
PALREDTEC,516.85,45.5,24.55,489.35,15.75,45.9,11.4,2.3,1.25,119.9,314
PANACEABIO,463.4,54.65,181.5,669.35,4.5,2.7,17.4,12.45,9,20.95,16.5
PANACHE,856.45,275.15,51.1,306.55,17,7.7,2.7,16.5,10.5,228.1,1545.25
PANAMAPET,3040.15,64.5,54.5,389.9,918.1,95.85,10.85,2.75,2.4,1748.1,26
PAPERPROD,96.15,2.4,310.5,804.7,247.85,3.45,11.3,11.95,11.45,0.5,5.5
PAR,4.9,7.05,49.4,3032.55,80.85,61,253,13.15,11.05,8.45,700.95
PARABDRUGS,2.85,106.15,2.35,94.75,1120.99,13.95,10.7,258,282.1,5.8,7.6
PARACABLES,67.95,2.35,6.8,4.1,1285,20.65,967.7,12.4,12.95,30.25,266.5
PARAGMILK,42.85,9.45,106.35,3.45,1468.5,6.65,15,988.75,939.5,2.2,116.65
PARSVNATH,69.25,21.1,2.45,67.95,4277.75,16.7,2.95,17.6,14.1,22146.15,1101.53
PATELENG,7.35,4.15,12.8,46.25,25.45,15.5,525.55,3.1,2.45,236.95,1310.1
PATINTLOG,18.15,15.35,23.7,71,17.65,272.6,252.55,474.5,550.95,26.35,4146.75
PATSPINLTD,6.05,15.85,4.5,11.55,41.7,15.3,75.2,243,199.7,14.9,44.35
PCJEWELLER,14.85,359.35,14,8.3,10351.85,1363.8,1101.01,95.4,91.95,107,14.5
PDMJEPAPER,78.5,16,14.4,16.75,4153.05,18.9,1410.1,1102.9,1181.2,47.5,70.7
PDSMFL,59.3,1262.25,306.8,6.85,114.9,4.35,4038.6,1399,1080,56.15,10991.75
PEARLPOLY,64.85,16.3,17.8,13.15,96.2,635.1,23.85,4901.95,1177,264.5,4424.4
PEL,91.3,3.9,1253.5,81.95,617,258.05,8.55,28.95,1304.99,37.85,151.3
PENIND,5.2,15.6,16.05,37.35,1357,84,34.15,9.6,4023,1.2,125.05
PENINLAND,64.9,1158.65,4.5,60.4,1760.55,1680,9893.3,39.05,25.6,6.1,878.2
PENTAGOLD,42.5,230.95,21.5,55.15,1553,1198.7,4110.35,10556.2,7.9,80.6,1512.05
PERSISTENT,20.65,87.1,1341.25,6.85,5.8,1344.9,98,4315.85,27,1.9,1556.85
PETRONET,19.85,1229.89,220.65,67.85,113.15,1113.36,72.35,102.5,10269.35,68,1773.45
PFC,8.05,1309.99,86.2,21.2,23,1210,525.3,79.7,3633,15.2,5.8
PFC,138.65,1050,1201.25,19.3,28.15,1453.01,1468.4,542,110.15,15.7,124.25
PFC,71.65,1204,1335,10.2,127.2,3963.8,1539.2,1527,62.7,2.9,31.95
PFC,237.7,1155,1055.03,98.85,160,25.7,1326.7,1589.55,570.3,15.4,43.5
PFC,22.15,4984.95,1459.81,64.9,31.95,12.55,4.6,1357.7,1356.4,14.6,131.8
PFIZER,77.35,40,4899.65,199.8,42.9,44.6,113.45,4.1,1170.05,2.9,199.55
PFOCUS,18.3,18.1,42.05,22,209.2,10151.65,18.05,107.5,1124.7,403.15,60.45
PFS,217.1,105.75,18,88.45,14.6,4069.9,22.9,19.2,3.1,13.3,27.7
PGEL,2606.95,10197.1,84,18.15,133.4,103,85.9,25.05,96.45,1306.55,436.05
PGHH,0.8,5140.85,9946.7,194.35,160.3,88.45,154.9,91.6,17.2,23.3,15.7
PGHL,22.15,163.2,4999.2,2415.65,176.3,584.95,26.75,145.05,21.15,4.1,198.4
PGIL,9.35,141.25,147.15,1.25,130.1,1372.1,26.15,32.3,68.5,696.4,304.85
PHILIPCARB,2.05,576.2,131.75,20.85,820.3,1503.95,176,27.9,112.3,245.6,184.1
PHOENIXLTD,22754.95,1570.4,582.7,8.35,390.2,1354.1,10.7,197.85,32.35,109.45,99.4
PIDILITIND,381.5,2197.2,1434.25,37,587.05,6.65,105.9,12.7,23.95,1076,984.55
PIIND,36,1900.65,1971.5,2.3,151.9,114.3,154.15,127.65,162.15,1178,272.4
PILANIINVS,36.95,6.65,1552.45,18987.7,178.3,26.75,142.15,169.2,7.45,1320.1,541.4
PILITA,200.45,99,6.3,438.3,896.85,31.35,103.6,142.75,94,4194.1,148.55
PIONDIST,42.35,19.95,100.25,28.25,421.6,95,679.4,84.85,160.2,47.4,186.85
PIONEEREMB,79.6,33.25,22.05,22.4,159.9,168.75,292.3,723.6,115.1,12.75,738.15
PITTIENG,22,172.55,31.35,186.85,60.65,34.75,433.75,227,50,70.65,180.6
PKTEA,70.5,205.4,211.05,61.5,68.65,36.1,139.75,440.95,742.05,11137.1,58.35
PLASTIBLEN,2.3,26.75,193.4,53.2,0.55,207.55,157.55,124.7,233.05,4181.55,85.9
PNB,6.65,38.15,28.55,258.4,6,14.75,817.25,9.6,300.05,132,0.55
PNBGILTS,109.55,352.8,39.9,47,59.85,143.15,312.05,162.05,138.2,106.1,6.25
PNBHOUSING,3.65,12.15,338.15,3,32.85,204.85,165.7,801.45,10.15,856.45,112.85
PNC,11.7,171.15,13.9,7.85,0.85,151,39.45,383.3,159.1,1513.1,44.45
PNCINFRA,25.25,146.65,156.2,105.15,32.9,119.25,65.3,163.25,749.7,1531.25,39.15
PODDARHOUS,4.55,179.25,160.05,3.3,30.35,789.3,0.45,43.3,323.75,1602.55,31.45
PODDARMENT,15.35,136.45,190.6,50,21.25,294.4,5.4,67.4,141.7,5,163.95
POKARNA,21,920.7,131.4,13.25,98.95,473.55,58.1,0.5,23.3,137.25,141.1
POLYCAB,419.65,481.35,819.9,26.1,109.55,150.55,28.35,4.9,55.1,24.55,2.1
POLYMED,16.65,778.15,458.55,6.45,1.85,174.85,0.85,61.35,0.35,34.9,21.95
POLYPLEX,1388.1,151.65,700.05,16.3,21.05,840.25,25.5,32.35,4.7,106.4,25.4
PONNIERODE,17.8,171,152.55,14.55,17.4,454.15,23.95,0.2,55.05,185.8,383.3
POWERGRID,4.9,964.3,162.45,277.2,196.9,168.65,20.6,29.25,19.5,45.05,59.75
POWERINDIA,28.75,376.55,924.35,17.4,49.1,54.5,77.25,29.8,0.15,28.85,41.35
POWERMECH,1193.35,210.75,403.45,1367.3,48.95,70.45,68.95,22.25,24.8,359.9,175.95
PPAP,251.25,74.2,238.55,16.85,112.75,0.85,1.4,83.65,21.45,13.8,0.3
PPL,108.2,51.95,71.25,5.15,35.95,6.75,24.4,75.4,68.3,171.45,18.95
PRABHAT,1052.64,0.6,63.35,958.25,14.2,63.2,16,20,61.5,295,69.2
PRADIP,1215,6.55,0.6,240.35,44.4,35.1,156.45,17.4,1.3,177.15,19.9
PRAENG,1417.02,76.8,6.1,94.05,13.4,1.95,39.45,173.95,19.45,78.75,0.5
PRAJIND,5104.5,43.75,72.05,1129.88,1,34.25,34.75,46.5,13.15,1062.7,515.5
PRAKASH,37.7,0.65,39.55,1458.75,400.35,26.85,78,33.35,168.2,297.3,26.3
PRAKASHSTL,18.05,31.75,0.7,4596.2,15.49,23.85,0.25,93.75,36.5,493.55,58.35
PRAXIS,144.55,32.55,38.2,37.25,51.75,100.1,21.05,0.3,29.45,131.4,37.95
PRECAM,10519.9,40.75,34,17.25,37.5,104.4,33.1,10.95,102.65,4.3,499
PRECOT,6868.1,127.65,30.5,47.9,446.55,25.5,13.1,38.25,0.25,181.5,1.1
PRECWIRE,166.5,116.45,127.45,9986.85,1.65,20.85,325.15,15.1,8,705.2,67.4
PREMEXPLN,166.85,2.65,120.85,4796.95,40.8,209.6,12.35,363.55,30.25,186.75,6.45
PREMIER,682.55,21.9,2.95,144.7,1084.55,37.9,33.3,14.61,11,52.85,1956.85
PREMIERPOL,1542.55,16.2,24,115.75,2343.3,45.7,29.15,39.95,0.3,74.9,1781.85
PRESSMN,2208.4,250.6,17.35,644.85,1143,108.85,456.1,29.95,325.05,0.4,1233
PRESTIGE,2145.7,60,251.85,1402.8,367,81,1,469.4,14.67,6.1,625.5
PRICOLLTD,8,44.2,46.95,1838.5,110.55,0.5,37.9,1.1,38.75,95.05,125.75
PRIMESECU,107.5,230.2,44.5,1590.55,1.3,20.25,901.9,37.35,27.7,36.75,396.35
PRINCEPIPE,26.8,523.95,249.7,6.6,368.5,46.55,2035.4,1012.85,311.7,0.2,27.3
PROSEED,46.95,0.35,0.35,108.25,15.5,15.5,220.6,2085.9,0.85,35.6,108.9
PROZONINTU,209.85,16.1,15.7,22.55,92.25,389.95,102.6,1013,35.35,32,720.2
PRSMJOHNSN,262.1,71.6,55.7,34.05,456.65,15.66,0.95,207.15,1183.8,126.4,0.05
PSB,33.45,10.65,11.1,132.7,248.7,48.5,330.25,117.6,1930.25,114.8,20.25
PSL,42.15,387.05,0.5,180.4,13.6,33.85,12.95,1.15,884.55,1.8,44.45
PSPPROJECT,378.45,13.9,404.05,35.05,33.55,474.4,72.35,294.1,213.15,22.2,10.5
PSUBNKBEES,14.65,47,14.07,46.3,290.7,2.2,487.7,13.7,80.85,19.7,235.45
PTC,170.7,39.3,47.55,285.35,16.6,40.25,185.05,70.85,1.1,290.35,14.35
PTL,177.35,13.85,39.2,16.05,25.65,1001.7,0.05,618.8,268.2,36.1,51.5
PUNJABCHEM,188.1,605.1,642.55,169.65,691.95,2115,12.7,0.1,14.9,35.4,781.35
PUNJLLOYD,141.4,1.4,1.45,169.95,170.25,1061,33.45,13.5,55.85,163.65,187.1
PURVA,958.4,43.05,42.85,191.6,140.65,365.75,212.8,33.85,547.65,0.3,181.2
PVR,489.6,1068.5,1213.2,133.95,35.55,115.8,11.65,213.7,0.05,16.45,31.9
QGOLDHALF,735.4,2203.9,2195.5,892.85,5.65,1.1,27.05,12.7,14.1,60.4,6.35
QUESS,159.1,1196,412.6,400.85,188.3,373.5,603.6,24.85,32.1,15.25,234.85
QUICKHEAL,192.4,409.3,158.05,697.45,417.05,16.8,119.85,552.7,175.7,0.5,762.4
RADICO,1139.75,161.35,406.3,161.25,1045.05,76,75.2,131.2,11.5,492.15,1227.15
RADIOCITY,425.4,437,18.6,178.95,239.1,466,30.3,79.7,19,21.49,643.4
RAIN,272.45,21.45,102.6,917.25,520.7,216.7,2.8,29.05,512.85,49.8,585.25
RAJESHEXPO,76.55,106.25,447.05,437.15,169.55,16,169.3,3.3,114.2,36.9,318.3
RAJRATAN,68.4,461.65,313.45,216.9,46.7,34.65,368.45,193.4,73.35,437,53.85
RAJRAYON,0.5,29,0.1,75.55,3,272.3,876.9,395.55,21.2,1.1,0.75
RAJSREESUG,6.4,347.6,12.55,66.1,100.15,16.1,224.15,908.65,0.25,51.2,143.7
RAJTV,86.8,0.1,33.85,0.65,1307.48,34.95,455.85,241.25,3.2,1907.4,1115
RALLIS,46.05,13.2,284.9,6.25,1460,635.1,120.5,452.15,132.1,1858.6,114.9
RAMANEWS,0.7,34.4,13.6,68.45,90.5,157.6,39.9,132.15,322.4,1158,52.45
RAMASTEEL,35.55,247.7,43.4,45.3,51.05,110.15,0.75,39.4,907.4,514.2,1.2
RAMCOCEM,46.15,12.65,753.5,0.8,17.5,35.3,88.55,1,222.8,113.75,737.15
RAMCOIND,59.05,42.65,176.6,32.1,595.2,4.25,1100,95.55,348.15,1.25,9.1
RAMCOSYS,153,796.95,424.5,36.6,9.45,206.6,1180,1147,135.5,410.4,1411.65
RAMKY,136.05,189.15,29.65,26.4,27.6,428.7,1289.09,1195,28.35,25.9,41.4
RAMSARUP,2.85,471.8,0.65,124.4,2067.1,1044.25,1304.9,1270,0.65,103.3,21.85
RANASUG,33.1,28.8,6.15,130.15,1177.3,277.55,1248,1266.5,88.75,658.2,72
